时间(s)	位移(mm)	轴向力1(N)	扭转力1(N.m)	气压(MPa)	轴向力2(N)	扭转力2(N.m)	轴向力3(N)	扭转力3(N.m)	
1791.81860	-232.42140	-0.26393	0.00975	-0.00057	-0.82627	-1.41963	0.49160	0.00085	
1791.91840	-238.75920	-0.30110	-0.00498	-0.00061	-0.84455	-1.42799	0.48053	-0.00047	
1792.01820	-239.24450	-0.31147	-0.01367	-0.00059	-0.80310	-1.41904	0.54305	-0.00921	
1792.21780	-222.72350	-0.25120	0.00126	-0.00037	-0.85614	-1.16546	0.46969	-0.00737	
1792.31760	-206.14480	-0.25439	-0.00655	-0.00028	-0.86975	-1.03753	0.49282	0.00062	
1792.41760	-184.49920	-0.24264	-0.00988	-0.00031	-0.81247	-0.92768	0.55912	-0.00128	
1792.51740	-158.32860	-0.20949	0.00835	-0.00027	-0.73964	-0.78519	0.59343	-0.01055	
1792.61720	-128.26960	-0.19704	0.01777	-0.00029	-0.78125	-0.59690	0.52650	-0.01476	
1792.71700	-95.06413	-0.23679	-0.00108	-0.00015	-0.85071	-0.38259	0.45524	-0.00357	
1792.81680	-59.52781	-0.29256	-0.01687	-0.00024	-0.83495	-0.17959	0.46757	0.00198	
1792.91660	-22.52522	-0.26259	-0.00587	-0.00018	-0.77440	0.07101	0.53634	-0.00907	
1793.01640	15.02282	-0.21221	0.01049	-0.00019	-0.78819	0.47629	0.53608	-0.00935	
1793.21600	88.10364	-0.26104	-0.00889	-0.00037	-0.84053	1.46211	0.49411	-0.00307	
1793.31580	121.83980	-0.28129	-0.01339	-0.00032	-0.79480	1.91961	0.56381	-0.01088	
1793.41560	152.59320	-0.24176	-0.00347	-0.00006	-0.79246	2.40390	0.51714	-0.01265	
1793.51540	179.59590	-0.22237	-0.00004	-0.00040	-0.87174	2.88026	0.49544	-0.00504	
1793.61540	202.19820	-0.23608	-0.00981	-0.00071	-0.82184	3.28343	0.49108	0.00105	
1793.71520	219.83600	-0.23966	-0.00738	-0.00067	-0.76432	3.60541	0.56861	-0.00299	
1793.81500	232.08390	-0.22532	0.01266	-0.00058	-0.73410	3.85625	0.59307	-0.01256	
1793.91480	238.63880	-0.21917	0.01411	-0.00064	-0.77367	4.00898	0.52566	-0.01362	
1794.01460	239.33600	-0.25906	-0.00789	-0.00039	-0.82568	3.96723	0.46170	-0.00030	
1794.21420	223.23870	-0.27191	-0.00123	-0.00041	-0.69226	3.08793	0.54241	-0.01074	
1794.31400	206.85220	-0.26672	0.01168	-0.00027	-0.71344	2.52111	0.50540	-0.00528	
1794.41380	185.37280	-0.25950	0.00312	-0.00027	-0.81977	1.94773	0.45987	0.00349	
1794.51360	159.36060	-0.28855	-0.01133	-0.00022	-0.75592	1.35688	0.46238	-0.00538	
1794.61340	129.43320	-0.29863	-0.01127	-0.00020	-0.71688	0.82533	0.54802	-0.01123	
1794.71320	96.33250	-0.30053	-0.00056	-0.00033	-0.79792	0.39036	0.52876	-0.01076	
1794.81320	60.86302	-0.31748	-0.00106	-0.00027	-0.83051	0.02606	0.52021	-0.00243	
1794.91300	23.90812	-0.31749	-0.01074	-0.00035	-0.80112	-0.30191	0.56314	0.00139	
1795.01280	-13.63756	-0.32145	-0.00239	-0.00087	-0.71316	-0.57432	0.58150	-0.00510	
1795.21240	-86.81282	-0.29643	0.01061	-0.00068	-0.83816	-0.89240	0.47593	-0.01014	
1795.31220	-120.64730	-0.36266	-0.01190	-0.00051	-0.87746	-1.00337	0.41897	0.00210	
1795.41200	-151.52440	-0.32220	-0.01393	-0.00055	-0.77800	-1.14548	0.47496	-0.00263	
1795.51180	-178.67380	-0.32742	0.00327	-0.00068	-0.68341	-1.27566	0.55515	-0.01157	
1795.61160	-201.44810	-0.32411	0.01089	-0.00065	-0.73732	-1.32774	0.49505	-0.00150	
1795.71140	-219.27510	-0.34174	-0.00108	-0.00067	-0.82173	-1.36679	0.44544	0.00264	
1795.81120	-231.73090	-0.36608	-0.01308	-0.00036	-0.73575	-1.43136	0.53289	-0.00738	
1795.91120	-238.49120	-0.34184	-0.00861	-0.00035	-0.73770	-1.45078	0.52718	-0.01184	
1796.01100	-239.42440	-0.31060	0.00077	-0.00033	-0.82484	-1.40547	0.51595	-0.00867	
1796.21060	-223.73560	-0.33542	-0.01131	-0.00064	-0.77956	-1.19593	0.54068	0.00088	
1796.31040	-207.54170	-0.30150	0.00271	-0.00052	-0.73306	-1.08610	0.57485	-0.00718	
1796.41020	-186.24340	-0.27053	0.01814	-0.00032	-0.77275	-0.93853	0.54602	-0.01468	
1796.51000	-160.38430	-0.28756	0.00496	-0.00019	-0.84138	-0.75225	0.46812	-0.00634	
1796.60980	-130.58570	-0.34609	-0.01491	-0.00022	-0.85824	-0.57579	0.46153	0.00320	
1796.70960	-97.57903	-0.32773	-0.01021	-0.00016	-0.77348	-0.43076	0.53639	-0.00535	
1796.80940	-62.18385	-0.28057	0.00752	-0.00029	-0.71765	-0.24996	0.56127	-0.01111	
1796.90920	-25.26289	-0.27320	0.00983	-0.00030	-0.83678	0.06922	0.52343	0.00161	
1797.00900	12.27133	-0.30425	-0.00456	-0.00025	-0.82323	0.47979	0.47772	0.00043	
1797.20880	85.53262	-0.32663	-0.00605	-0.00067	-0.73748	1.41305	0.49466	-0.01218	
1797.30860	119.45710	-0.29474	0.00090	-0.00064	-0.81917	1.91235	0.45839	-0.00650	
1797.40840	150.45270	-0.27941	-0.00676	-0.00069	-0.84638	2.38718	0.44806	0.00130	
1797.50820	177.76310	-0.28932	-0.01026	-0.00036	-0.76271	2.81719	0.50691	-0.00021	
1797.60800	200.70410	-0.26218	0.00801	-0.00078	-0.73753	3.21930	0.50865	-0.00958	
1797.70780	218.72490	-0.25684	0.01723	-0.00075	-0.84026	3.59348	0.50887	-0.01450	
1797.80760	231.37390	-0.31473	-0.00149	-0.00058	-0.90251	3.88898	0.45899	-0.00314	
1797.90740	238.35830	-0.31690	-0.01750	-0.00056	-0.90041	4.02383	0.47599	0.00180	
1798.00720	239.49830	-0.28337	-0.00652	-0.00062	-0.78912	3.93607	0.53928	-0.00870	
1798.20700	224.23230	-0.30412	0.00678	-0.00052	-0.85675	3.17030	0.46337	0.00349	
1798.30680	208.23260	-0.32764	-0.00837	-0.00074	-0.85796	2.58360	0.47351	-0.00231	
1798.40660	187.11230	-0.31445	-0.01324	-0.00063	-0.83734	1.96170	0.51916	-0.01046	
1798.50640	161.41070	-0.26903	-0.00349	-0.00072	-0.87237	1.39646	0.51023	-0.01217	
1798.60620	131.74270	-0.27793	0.00042	-0.00073	-0.95800	0.89364	0.50774	-0.00511	
1798.70600	98.84869	-0.30709	-0.00934	-0.00061	-0.90395	0.42835	0.52144	0.00116	
1798.80580	63.51976	-0.30339	-0.00704	-0.00042	-0.81318	0.01384	0.54953	-0.00299	
1798.90560	26.64143	-0.23868	0.01262	-0.00048	-0.81503	-0.30580	0.54764	-0.01251	
1799.00540	-10.88981	-0.23781	0.01477	-0.00057	-0.83451	-0.53339	0.51099	-0.01357	
1799.20500	-84.24718	-0.31915	-0.01642	-0.00040	-0.89667	-0.87939	0.53288	0.00020	
1799.30480	-118.26090	-0.27168	-0.00173	-0.00062	-0.79577	-1.05273	0.59150	-0.01099	
1799.40480	-149.37270	-0.27222	0.01111	-0.00052	-0.83003	-1.15643	0.53191	-0.00589	
1799.50460	-176.82590	-0.30750	0.00301	-0.00049	-0.90720	-1.22038	0.49867	0.00315	
1799.60440	-199.94180	-0.32901	-0.01155	-0.00035	-0.85072	-1.31945	0.49785	-0.00526	
1799.70420	-218.14580	-0.30387	-0.01155	-0.00014	-0.77552	-1.39279	0.54578	-0.01173	
1799.80400	-231.01070	-0.29417	-0.00133	-0.00015	-0.84228	-1.41794	0.57988	-0.01066	
1799.90380	-238.19410	-0.28502	-0.00133	-0.00028	-0.88413	-1.41879	0.49824	-0.00290	
1800.00360	-239.57620	-0.32872	-0.01101	-0.00016	-0.80544	-1.41824	0.48972	0.00150	
1800.20320	-224.71600	-0.25860	0.01625	-0.00029	-0.74965	-1.22040	0.53797	-0.01433	
1800.30300	-208.90230	-0.27787	0.01069	-0.00017	-0.80880	-1.06024	0.49322	-0.01067	
1800.40280	-187.96360	-0.30373	-0.01184	-0.00018	-0.85040	-0.90561	0.49291	0.00146	
1800.50260	-162.42100	-0.33287	-0.01402	-0.00040	-0.82777	-0.78034	0.49908	-0.00247	
1800.60260	-132.88930	-0.27934	0.00309	-0.00021	-0.73928	-0.64810	0.57565	-0.01185	
1800.70240	-100.09590	-0.27941	0.01128	-0.00035	-0.79936	-0.44171	0.53649	-0.00212	
1800.80220	-64.84407	-0.33070	-0.00083	-0.00021	-0.88744	-0.21913	0.47269	0.00222	
1800.90200	-28.00567	-0.31289	-0.01302	-0.00033	-0.81246	0.03094	0.51339	-0.00719	
1801.00180	9.51733	-0.29335	-0.00912	-0.00024	-0.72756	0.42342	0.56687	-0.01202	
1801.20140	82.95815	-0.33779	-0.00378	-0.00028	-0.84650	1.40442	0.54042	-0.00048	
1801.30120	117.06890	-0.34835	-0.01166	-0.00016	-0.78332	1.85874	0.57520	0.00077	
1801.40100	148.30320	-0.28258	0.00189	-0.00017	-0.74323	2.31270	0.60201	-0.00676	
1801.50080	175.90290	-0.23874	0.01787	-0.00028	-0.81392	2.78249	0.54068	-0.01458	
1801.60060	199.18480	-0.28473	0.00469	-0.00046	-0.89909	3.23437	0.49419	-0.00687	
1801.70060	217.58190	-0.36500	-0.01577	-0.00065	-0.86472	3.60343	0.50664	0.00261	
1801.80040	230.63490	-0.32904	-0.01152	-0.00053	-0.78443	3.83879	0.55699	-0.00526	
1801.90020	238.04240	-0.27314	0.00643	-0.00064	-0.71335	3.96375	0.58489	-0.01153	
1802.00000	239.62980	-0.29295	0.00936	-0.00057	-0.80290	3.97575	0.53786	0.00099	
1802.09980	235.24550	-0.34983	-0.00502	-0.00080	-0.79752	3.67914	0.51845	0.00021	
1802.29940	209.58010	-0.30265	-0.00635	-0.00053	-0.74148	2.61175	0.54567	-0.01208	
1802.39920	188.82090	-0.26939	0.00115	-0.00067	-0.82813	2.03373	0.47975	-0.00707	
1802.49900	163.43460	-0.30096	-0.00695	-0.00080	-0.83305	1.45607	0.47436	0.00061	
1802.59880	134.03240	-0.33323	-0.01004	-0.00070	-0.76191	0.89935	0.51069	-0.00089	
1802.69860	101.34900	-0.29338	0.00834	-0.00059	-0.73494	0.42470	0.60185	-0.00980	
1802.79840	66.17289	-0.23304	0.01796	-0.00058	-0.78168	0.05093	0.56322	-0.01513	
1802.89840	29.37817	-0.28662	-0.00054	-0.00004	-0.86478	-0.23715	0.53724	-0.00367	
1802.99820	-8.13598	-0.35330	-0.01656	-0.00056	-0.88123	-0.49706	0.51747	0.00234	
1803.09800	-45.45215	-0.30480	-0.00673	-0.00071	-0.76330	-0.73990	0.60223	-0.00836	
1803.29760	-115.85860	-0.29343	0.00705	-0.00039	-0.88312	-1.00408	0.48917	0.00316	
1803.39740	-147.21190	-0.32805	-0.00838	-0.00039	-0.86553	-1.12732	0.48625	-0.00245	
1803.49720	-174.95680	-0.33023	-0.01330	-0.00009	-0.77936	-1.24444	0.55258	-0.01061	
1803.59700	-198.40810	-0.29833	-0.00380	-0.00038	-0.82976	-1.31620	0.52460	-0.01229	
1803.69680	-216.98970	-0.28446	0.00049	-0.00040	-0.90957	-1.35739	0.49395	-0.00505	
1803.79660	-230.25840	-0.33737	-0.00923	-0.00039	-0.88062	-1.40697	0.50466	0.00091	
1803.89640	-237.86470	-0.31771	-0.00741	-0.00050	-0.77508	-1.45585	0.57335	-0.00245	
1803.99640	-239.69730	-0.27235	0.01259	-0.00063	-0.73210	-1.44957	0.56564	-0.01185	
1804.09620	-235.46730	-0.28170	0.01544	-0.00061	-0.82258	-1.32486	0.51714	-0.01314	
1804.29580	-210.24020	-0.31722	-0.01646	-0.00030	-0.86691	-1.06736	0.52717	0.00031	
1804.39560	-189.66380	-0.29142	-0.00189	-0.00027	-0.75656	-0.97360	0.62355	-0.01066	
1804.49540	-164.43800	-0.22939	0.01145	-0.00005	-0.78380	-0.81344	0.55898	-0.00598	
1804.59520	-135.16760	-0.25131	0.00380	-0.00034	-0.91423	-0.61280	0.46081	0.00342	
1804.69500	-102.58440	-0.32576	-0.01086	-0.00050	-0.79503	-0.45158	0.51652	-0.00505	
1804.79480	-67.49149	-0.34316	-0.01157	-0.00047	-0.75153	-0.26534	0.55189	-0.01143	
1804.89460	-30.73717	-0.31557	-0.00110	-0.00035	-0.81124	0.01658	0.49731	-0.01057	
1804.99440	6.76975	-0.33298	-0.00086	-0.00031	-0.85610	0.42307	0.43794	-0.00257	
1805.09420	44.10991	-0.37536	-0.01108	-0.00022	-0.79527	0.87197	0.50969	0.00128	
1805.29400	114.65080	-0.26131	0.01552	-0.00041	-0.73983	1.80961	0.54544	-0.01400	
1805.39380	146.12680	-0.27121	0.01119	-0.00010	-0.84295	2.31262	0.50060	-0.01076	
1805.49360	174.01740	-0.34283	-0.01155	-0.00001	-0.87802	2.79411	0.47767	0.00198	
1805.59340	197.63660	-0.33577	-0.01477	-0.00024	-0.81971	3.19092	0.49274	-0.00203	
1805.69320	216.41270	-0.29736	0.00211	-0.00024	-0.68997	3.51941	0.54705	-0.01177	
1805.79300	229.86740	-0.31332	0.01098	-0.00021	-0.80274	3.82256	0.49003	-0.00240	
1805.89280	237.69810	-0.33699	-0.00094	-0.00017	-0.85919	4.00499	0.45326	0.00248	
1805.99260	239.72890	-0.36178	-0.01335	-0.00020	-0.79516	3.97777	0.51466	-0.00741	
1806.09240	235.74180	-0.35730	-0.00966	-0.00035	-0.82201	3.67920	0.54711	-0.01189	
1806.29200	210.90240	-0.32974	-0.00330	-0.00008	-0.87822	2.68376	0.47708	-0.00136	
1806.39200	190.50840	-0.36861	-0.01101	-0.00020	-0.84049	2.06109	0.52421	0.00049	
1806.49180	165.44140	-0.30242	0.00208	-0.00032	-0.76587	1.45757	0.51345	-0.00710	
1806.59160	136.31510	-0.30491	0.01805	-0.00035	-0.74217	0.93339	0.51973	-0.01470	
1806.69140	103.83760	-0.35754	0.00608	-0.00014	-0.87235	0.49892	0.49504	-0.00720	
1806.79120	68.81392	-0.36675	-0.01485	-0.00013	-0.94454	0.11210	0.50018	0.00245	
1806.89100	32.11071	-0.33815	-0.01113	-0.00042	-0.82414	-0.24782	0.50499	-0.00508	
1806.99080	-5.38667	-0.30436	0.00682	-0.00041	-0.73520	-0.53507	0.55505	-0.01173	
1807.09060	-42.75430	-0.28601	0.01025	-0.00011	-0.80812	-0.70456	0.46724	0.00072	
1807.29020	-113.44160	-0.33290	-0.01355	-0.00019	-0.75561	-1.01921	0.47251	-0.00921	
1807.39000	-145.03180	-0.30725	-0.00653	-0.00032	-0.78031	-1.13380	0.49171	-0.01275	
1807.48980	-173.05600	-0.29896	0.00116	-0.00038	-0.83555	-1.21052	0.44523	-0.00733	
1807.58980	-196.84560	-0.30636	-0.00605	-0.00033	-0.87728	-1.28980	0.42867	0.00035	
1807.68960	-215.80390	-0.31512	-0.01035	-0.00039	-0.77756	-1.38188	0.49132	-0.00102	
1807.78940	-229.47320	-0.25364	0.00707	-0.00011	-0.72793	-1.43952	0.53204	-0.00997	
1807.88920	-237.50690	-0.22012	0.01798	-0.00036	-0.77780	-1.44518	0.47634	-0.01505	
1807.98900	-239.78020	-0.27178	0.00007	-0.00042	-0.88150	-1.40606	0.45404	-0.00431	
1808.08880	-235.95520	-0.32306	-0.01663	-0.00058	-0.82041	-1.31291	0.45413	0.00228	
1808.28840	-211.54570	-0.27486	0.00954	-0.00026	-0.69797	-1.12016	0.50408	-0.01001	
1808.38820	-191.33330	-0.25721	0.00763	-0.00031	-0.82328	-0.94563	0.47300	0.00272	
1808.48800	-166.42920	-0.30983	-0.00774	-0.00022	-0.83719	-0.80116	0.49148	-0.00257	
1808.58780	-137.43320	-0.31708	-0.01347	-0.00038	-0.74596	-0.65606	0.55425	-0.01075	
1808.68780	-105.07230	-0.32132	-0.00381	-0.00028	-0.79216	-0.46828	0.53186	-0.01267	
1808.78760	-70.13220	-0.31235	0.00077	-0.00029	-0.85841	-0.24928	0.46851	-0.00542	
1808.88740	-33.47129	-0.32823	-0.00893	-0.00031	-0.84489	0.00229	0.47661	0.00097	
1808.98720	4.01075	-0.34269	-0.00771	-0.00060	-0.77237	0.35477	0.52665	-0.00264	
1809.08700	41.39772	-0.25812	0.01194	-0.00024	-0.73140	0.80963	0.55428	-0.01215	
1809.28660	112.23140	-0.31622	-0.00591	-0.00027	-0.89648	1.82241	0.46274	-0.00085	
1809.38640	143.93610	-0.33573	-0.01702	-0.00023	-0.88668	2.28329	0.48187	0.00084	
1809.48620	172.11710	-0.28334	-0.00260	-0.00025	-0.76603	2.70412	0.56269	-0.01022	
1809.58600	196.06530	-0.23682	0.01108	-0.00020	-0.77696	3.13811	0.53122	-0.00657	
1809.68580	215.21200	-0.29372	0.00380	-0.00030	-0.87161	3.54271	0.46363	0.00373	
1809.78560	229.06940	-0.33641	-0.01146	-0.00030	-0.83637	3.81302	0.46353	-0.00438	
1809.88560	237.31870	-0.35295	-0.01232	-0.00018	-0.79317	3.96835	0.53844	-0.01167	
1809.98540	239.79080	-0.29507	-0.00202	-0.00037	-0.79535	3.99662	0.54283	-0.01168	
1810.08520	236.21990	-0.32740	-0.00079	-0.00036	-0.84861	3.73977	0.50372	-0.00315	
1810.28480	212.20030	-0.25541	-0.00367	-0.00061	-0.70583	2.68732	0.54857	-0.00466	
1810.38460	192.16840	-0.23278	0.01623	-0.00069	-0.69686	2.08895	0.54788	-0.01389	
1810.48440	167.41820	-0.26300	0.01202	-0.00058	-0.81439	1.53156	0.45906	-0.01113	
1810.58420	138.56900	-0.30770	-0.01080	-0.00066	-0.91911	1.01534	0.46690	0.00113	
1810.68400	106.31340	-0.33238	-0.01471	-0.00066	-0.81055	0.51735	0.45050	-0.00160	
1810.78380	71.44502	-0.30449	0.00226	-0.00071	-0.74043	0.07855	0.49508	-0.01199	
1810.88360	34.83429	-0.24231	0.01133	-0.00085	-0.78086	-0.22804	0.46960	-0.00295	
1810.98340	-2.63064	-0.28612	0.00018	-0.00053	-0.84457	-0.46981	0.47888	0.00270	
1811.08340	-40.03327	-0.29646	-0.01262	-0.00013	-0.79615	-0.70166	0.48013	-0.00718	
1811.28300	-111.00050	-0.31020	0.00017	-0.00048	-0.81568	-0.99084	0.46869	-0.00933	
1811.38280	-142.82620	-0.30653	-0.00328	-0.00047	-0.82230	-1.09626	0.44823	-0.00100	
1811.48260	-171.14010	-0.31675	-0.01139	-0.00046	-0.78930	-1.21889	0.52680	0.00098	
1811.58240	-195.26390	-0.28999	0.00112	-0.00070	-0.66906	-1.32429	0.53479	-0.00704	
1811.68220	-214.59240	-0.25641	0.01741	-0.00070	-0.74095	-1.38151	0.48422	-0.01482	
1811.78200	-228.66010	-0.27176	0.00665	-0.00051	-0.83459	-1.39512	0.45170	-0.00762	
1811.88180	-237.11510	-0.34817	-0.01482	-0.00055	-0.87536	-1.40732	0.43472	0.00277	
1811.98160	-239.82000	-0.34220	-0.01191	-0.00067	-0.76546	-1.43693	0.52366	-0.00460	
1812.08140	-236.42340	-0.27854	0.00620	-0.00080	-0.72179	-1.37955	0.51245	-0.01134	
1812.28120	-212.82770	-0.28276	-0.00404	-0.00060	-0.82367	-1.08953	0.50024	0.00122	
1812.38100	-192.98610	-0.30365	-0.01384	-0.00047	-0.78465	-0.97865	0.55219	-0.00821	
1812.48080	-168.40000	-0.28077	-0.00708	-0.00053	-0.80547	-0.82790	0.57813	-0.01222	
1812.58060	-139.68130	-0.27154	0.00098	-0.00073	-0.86663	-0.64204	0.52268	-0.00716	
1812.68040	-107.53830	-0.29030	-0.00610	-0.00073	-0.83901	-0.45951	0.49638	0.00070	
1812.78020	-72.75971	-0.30370	-0.01069	-0.00048	-0.74954	-0.29227	0.54156	-0.00020	
1812.88000	-36.19116	-0.27917	0.00659	-0.00057	-0.74055	-0.05589	0.60399	-0.00910	
1812.97980	1.26133	-0.25032	0.01797	-0.00058	-0.78585	0.33230	0.52408	-0.01468	
1813.07960	38.68491	-0.29838	0.00031	-0.00037	-0.88878	0.82238	0.46876	-0.00351	
1813.27940	109.78680	-0.33141	-0.00814	-0.00037	-0.80328	1.74219	0.53179	-0.00739	
1813.37920	141.72070	-0.28186	0.00902	-0.00042	-0.79333	2.20378	0.49012	-0.00923	
1813.47900	170.18100	-0.25584	0.00734	-0.00062	-0.91146	2.70732	0.48574	0.00371	
1813.57880	194.46620	-0.30776	-0.00820	-0.00056	-0.86912	3.13339	0.48960	-0.00106	
1813.67860	213.98170	-0.33358	-0.01425	-0.00036	-0.78680	3.48715	0.53086	-0.00964	
1813.77840	228.24340	-0.31644	-0.00464	-0.00021	-0.79448	3.79078	0.51680	-0.01153	
1813.87820	236.91200	-0.30659	0.00015	-0.00037	-0.84198	3.99169	0.48105	-0.00519	
1813.97800	239.81310	-0.33497	-0.00918	-0.00033	-0.81037	4.01234	0.49606	0.00145	
1814.07780	236.67700	-0.31224	-0.00880	-0.00036	-0.72873	3.73628	0.52044	-0.00177	
1814.27740	213.46540	-0.27531	0.01602	-0.00058	-0.87082	2.75204	0.49924	-0.01338	
1814.37720	193.80200	-0.36635	-0.00536	-0.00086	-0.93105	2.18054	0.47270	-0.00050	
1814.47700	169.38200	-0.39781	-0.01707	-0.00071	-0.86440	1.57923	0.50478	0.00129	
1814.57700	140.80580	-0.32117	-0.00350	-0.00071	-0.75176	0.99609	0.54100	-0.00998	
1814.67680	108.77800	-0.24479	0.01106	-0.00037	-0.77976	0.52316	0.52739	-0.00632	
1814.77660	74.07771	-0.28561	0.00451	-0.00020	-0.84214	0.15233	0.49831	0.00406	
1814.87640	37.56003	-0.30756	-0.01048	-0.00038	-0.78669	-0.19951	0.53218	-0.00406	
1814.97620	0.11718	-0.33765	-0.01212	-0.00021	-0.73585	-0.48332	0.55792	-0.01068	
1815.07600	-37.31826	-0.32321	-0.00168	-0.00024	-0.77493	-0.68070	0.49838	-0.01106	
1815.27560	-108.55640	-0.35679	-0.01085	-0.00075	-0.80197	-0.98259	0.48259	0.00214	
1815.37540	-140.60690	-0.33115	-0.00447	-0.00076	-0.77724	-1.12889	0.59526	-0.00367	
1815.47520	-169.20080	-0.33216	0.01506	-0.00055	-0.77317	-1.23035	0.53040	-0.01336	
1815.57500	-193.65280	-0.33752	0.01215	-0.00050	-0.80672	-1.28740	0.49232	-0.01118	
1815.67500	-213.35160	-0.38473	-0.01035	-0.00061	-0.85057	-1.33201	0.47815	0.00112	
1815.77480	-227.81130	-0.39787	-0.01542	-0.00059	-0.80827	-1.40373	0.49092	-0.00123	
1815.87460	-236.69310	-0.32164	0.00135	-0.00052	-0.66897	-1.46703	0.56436	-0.01135	
1815.97440	-239.81500	-0.29992	0.01117	-0.00031	-0.74180	-1.44371	0.49539	-0.00298	
1816.07420	-236.88010	-0.32053	0.00058	-0.00028	-0.80536	-1.34445	0.46010	0.00310	
1816.27380	-214.08140	-0.35703	-0.01012	-0.00040	-0.75740	-1.12587	0.54851	-0.01176	
1816.37360	-194.60680	-0.31535	0.00024	-0.00043	-0.83165	-0.97150	0.52055	-0.00990	
1816.47340	-170.34680	-0.34267	-0.00295	-0.00051	-0.88031	-0.81048	0.49228	-0.00121	
1816.57320	-141.90840	-0.36971	-0.01117	-0.00062	-0.81965	-0.66837	0.54360	0.00058	
1816.67300	-109.99350	-0.34956	0.00045	-0.00067	-0.73793	-0.51420	0.54235	-0.00636	
1816.77280	-75.37894	-0.31092	0.01762	-0.00059	-0.74062	-0.31319	0.49944	-0.01462	
1816.87280	-38.91645	-0.32464	0.00754	-0.00058	-0.83368	-0.03722	0.45486	-0.00798	
1816.97260	-1.49552	-0.39640	-0.01421	-0.00072	-0.88814	0.33815	0.44605	0.00298	
1817.07240	35.96007	-0.36713	-0.01257	-0.00027	-0.76589	0.75879	0.50752	-0.00409	
1817.27200	107.33030	-0.33707	0.01034	-0.00030	-0.74829	1.72440	0.47126	0.00029	
1817.37180	139.49470	-0.34291	-0.00359	-0.00029	-0.83602	2.21122	0.43622	0.00115	
1817.47160	168.23070	-0.37415	-0.01432	-0.00027	-0.77417	2.65262	0.51948	-0.00837	
1817.57140	192.84590	-0.36322	-0.00803	-0.00053	-0.72899	3.08647	0.54814	-0.01259	
1817.67120	212.72750	-0.37931	0.00015	-0.00033	-0.81733	3.48858	0.46700	-0.00776	
1817.77100	227.38680	-0.41263	-0.00603	-0.00037	-0.86721	3.79682	0.46574	0.00059	
1817.87080	236.46970	-0.39175	-0.01146	-0.00041	-0.79500	3.95788	0.46866	-0.00033	
1817.97060	239.79420	-0.34909	0.00507	-0.00045	-0.76706	3.97843	0.48392	-0.00926	
1818.07060	237.10950	-0.29816	0.01780	-0.00041	-0.80238	3.77677	0.52154	-0.01511	
1818.27020	214.70900	-0.37866	-0.01654	-0.00033	-0.89352	2.82322	0.46613	0.00244	
1818.37000	195.41100	-0.35641	-0.00851	-0.00062	-0.73010	2.18131	0.51326	-0.00716	
1818.46980	171.32020	-0.30784	0.00860	-0.00027	-0.71195	1.57605	0.50129	-0.01056	
1818.56960	143.02710	-0.31091	0.00803	-0.00046	-0.81487	1.06816	0.44052	0.00235	
1818.66940	111.21780	-0.36296	-0.00717	-0.00054	-0.83489	0.58455	0.42695	-0.00125	
1818.76920	76.68979	-0.38656	-0.01378	-0.00054	-0.79052	0.15066	0.48388	-0.00979	
1818.86900	40.27467	-0.38316	-0.00464	-0.00036	-0.79868	-0.18279	0.48189	-0.01317	
1818.96880	2.86922	-0.35125	0.00074	-0.00030	-0.81960	-0.43499	0.43554	-0.00607	
1819.06860	-34.59745	-0.36795	-0.00819	-0.00036	-0.80007	-0.65365	0.43884	0.00109	
1819.26840	-106.09310	-0.31184	0.01026	-0.00031	-0.69596	-1.00337	0.48100	-0.01164	
1819.36820	-138.36420	-0.28872	0.01645	-0.00068	-0.75636	-1.10304	0.49798	-0.01427	
1819.46800	-167.23620	-0.38439	-0.00424	-0.00049	-0.84218	-1.17572	0.44235	-0.00175	
1819.56780	-192.01520	-0.40524	-0.01739	-0.00036	-0.83279	-1.27184	0.51187	0.00091	
1819.66760	-212.08580	-0.37011	-0.00478	-0.00060	-0.74148	-1.38203	0.54129	-0.00974	
1819.76740	-226.93660	-0.34078	0.01028	-0.00069	-0.75104	-1.43069	0.48584	-0.00780	
1819.86720	-236.23990	-0.36824	0.00489	-0.00057	-0.86943	-1.42069	0.41368	0.00362	
1819.96700	-239.76970	-0.40148	-0.01023	-0.00041	-0.87021	-1.43362	0.44390	-0.00379	
1820.06680	-237.30810	-0.38579	-0.01296	-0.00036	-0.83350	-1.38527	0.49157	-0.01103	
1820.26640	-215.31170	-0.35120	-0.00039	-0.00039	-0.85719	-1.10356	0.45447	-0.00396	
1820.36640	-196.20010	-0.33808	-0.01030	-0.00055	-0.83637	-0.98080	0.45781	0.00167	
1820.46620	-172.27480	-0.32216	-0.00587	-0.00060	-0.78225	-0.86128	0.54430	-0.00382	
1820.56600	-144.12800	-0.26967	0.01431	-0.00058	-0.78324	-0.70065	0.51892	-0.01327	
1820.66580	-112.43630	-0.28664	0.01331	-0.00070	-0.84290	-0.49770	0.45624	-0.01255	
1820.76560	-77.98769	-0.32612	-0.00943	-0.00036	-0.83953	-0.28230	0.44748	0.00087	
1820.86540	-41.62926	-0.34817	-0.01598	-0.00055	-0.78217	-0.06574	0.45289	-0.00071	
1820.96520	-4.24221	-0.29343	-0.00021	-0.00056	-0.76397	0.24844	0.52598	-0.01162	
1821.06500	33.24371	-0.27387	0.01120	-0.00059	-0.80970	0.71503	0.46299	-0.00443	
