时间(s)	位移(mm)	轴向力1(N)	扭转力1(N.m)	气压(MPa)	轴向力2(N)	扭转力2(N.m)	轴向力3(N)	扭转力3(N.m)	
1821.26460	104.86250	-0.34358	-0.01247	-0.00023	-0.83581	1.68393	0.40366	-0.00615	
1821.36440	137.24320	-0.34467	-0.01116	-0.00027	-0.80414	2.14965	0.46937	-0.01182	
1821.46440	166.25450	-0.32357	-0.00098	-0.00037	-0.89964	2.63548	0.46771	-0.01048	
1821.56420	191.19150	-0.32418	-0.00266	-0.00036	-0.91396	3.08751	0.44879	-0.00164	
1821.66400	211.43900	-0.35929	-0.01195	-0.00023	-0.82528	3.45223	0.46177	0.00146	
1821.76380	226.49950	-0.31731	-0.00151	-0.00037	-0.73905	3.73830	0.49332	-0.00548	
1821.86360	236.00110	-0.26815	0.01662	-0.00045	-0.72494	3.94238	0.46447	-0.01441	
1821.96340	239.74030	-0.31949	0.00840	-0.00030	-0.79605	4.01938	0.42385	-0.00916	
1822.06320	237.51730	-0.39220	-0.01369	-0.00025	-0.83989	3.84856	0.43136	0.00232	
1822.26280	215.92190	-0.32659	0.00430	-0.00038	-0.74333	2.81120	0.47594	-0.01146	
1822.36260	196.99250	-0.31464	0.01084	-0.00039	-0.84711	2.23682	0.45148	-0.00061	
1822.46240	173.23400	-0.33459	-0.00219	-0.00054	-0.87588	1.66276	0.43892	0.00216	
1822.56220	145.22560	-0.35550	-0.01369	-0.00047	-0.81662	1.08743	0.48728	-0.00779	
1822.66220	113.65830	-0.31107	-0.00858	-0.00039	-0.79228	0.59881	0.48006	-0.01202	
1822.76200	79.29654	-0.32076	0.00054	-0.00022	-0.84630	0.20288	0.44744	-0.00855	
1822.86180	42.98622	-0.34084	-0.00446	-0.00036	-0.86693	-0.13481	0.41492	0.00032	
1822.96160	5.63142	-0.36598	-0.01129	-0.00030	-0.79459	-0.43862	0.46028	0.00110	
1823.06140	-31.87226	-0.29712	0.00373	-0.00053	-0.74419	-0.67697	0.54140	-0.00782	
1823.26100	-103.61640	-0.33526	0.00350	-0.00077	-0.93057	-0.94906	0.46527	-0.00568	
1823.36080	-136.10820	-0.39877	-0.01614	-0.00063	-0.92287	-1.06493	0.44782	0.00290	
1823.46060	-165.25860	-0.38117	-0.01030	-0.00052	-0.82085	-1.20701	0.48960	-0.00567	
1823.56040	-190.35160	-0.35265	0.00738	-0.00063	-0.76120	-1.31542	0.52075	-0.01039	
1823.66020	-210.78890	-0.35477	0.00888	-0.00063	-0.85363	-1.34801	0.47475	0.00221	
1823.76020	-226.03290	-0.36493	-0.00587	-0.00038	-0.86222	-1.39460	0.49099	-0.00001	
1823.86000	-235.74970	-0.35543	-0.01408	-0.00019	-0.81486	-1.44644	0.51821	-0.00867	
1823.95980	-239.69580	-0.32521	-0.00601	-0.00027	-0.80078	-1.44413	0.50661	-0.01197	
1824.05960	-237.70540	-0.33320	0.00057	-0.00017	-0.84395	-1.36417	0.46448	-0.00640	
1824.25920	-216.51560	-0.34730	-0.01040	-0.00048	-0.73252	-1.14281	0.53226	-0.00074	
1824.35900	-197.76640	-0.30516	0.00810	-0.00053	-0.73466	-1.02262	0.55183	-0.00994	
1824.45880	-174.17730	-0.29483	0.01719	-0.00055	-0.76969	-0.85805	0.50991	-0.01474	
1824.55860	-146.31750	-0.36260	-0.00184	-0.00054	-0.82606	-0.66552	0.44029	-0.00243	
1824.65840	-114.85860	-0.40217	-0.01714	-0.00071	-0.86775	-0.49547	0.47012	0.00244	
1824.75820	-80.58442	-0.37246	-0.00593	-0.00055	-0.76479	-0.34702	0.51381	-0.00827	
1824.85800	-44.33595	-0.32320	0.01004	-0.00052	-0.70586	-0.12179	0.51590	-0.00859	
1824.95780	-7.00454	-0.34072	0.00646	-0.00047	-0.81214	0.26136	0.44340	0.00386	
1825.05780	30.50923	-0.33881	-0.00900	-0.00054	-0.78466	0.69723	0.44978	-0.00202	
1825.25740	102.37550	-0.28010	-0.00390	-0.00051	-0.82700	1.65060	0.50820	-0.01184	
1825.35720	134.97330	-0.26026	-0.00022	-0.00059	-0.84770	2.14679	0.46425	-0.00438	
1825.45700	164.26150	-0.28099	-0.00993	-0.00063	-0.79844	2.60868	0.50324	0.00179	
1825.55680	189.52380	-0.29491	-0.00797	-0.00038	-0.70644	3.01979	0.56903	-0.00262	
1825.65660	210.12940	-0.23651	0.01199	-0.00054	-0.69306	3.40296	0.54196	-0.01201	
1825.75640	225.58120	-0.24436	0.01449	-0.00045	-0.76701	3.74293	0.45091	-0.01285	
1825.85620	235.50150	-0.36691	-0.00748	-0.00048	-0.88415	3.97804	0.41426	-0.00003	
1825.95600	239.65310	-0.38013	-0.01729	-0.00054	-0.84433	4.02081	0.46918	0.00042	
1826.05580	237.88890	-0.32873	-0.00216	-0.00063	-0.72271	3.81697	0.52548	-0.01048	
1826.25560	217.10440	-0.22342	0.00362	-0.00065	-0.87031	2.90279	0.47003	0.00404	
1826.35540	198.55060	-0.28557	-0.01136	-0.00048	-0.81788	2.28066	0.51360	-0.00485	
1826.45520	175.12900	-0.29920	-0.01197	-0.00067	-0.78084	1.67556	0.53486	-0.01117	
1826.55500	147.40460	-0.25621	-0.00184	-0.00043	-0.83900	1.13697	0.52173	-0.01098	
1826.65480	116.07360	-0.25215	-0.00150	-0.00053	-0.89618	0.66253	0.48246	-0.00258	
1826.75460	81.88818	-0.31568	-0.01112	-0.00027	-0.83996	0.22374	0.54007	0.00168	
1826.85440	45.69005	-0.30871	-0.00335	-0.00038	-0.77915	-0.15278	0.58206	-0.00471	
1826.95420	8.38077	-0.26775	0.01545	-0.00019	-0.81129	-0.43397	0.53301	-0.01362	
1827.05400	-29.13835	-0.27812	0.01133	-0.00020	-0.85357	-0.62867	0.47059	-0.01056	
1827.25360	-101.12300	-0.34235	-0.01495	-0.00044	-0.85039	-0.95561	0.46807	-0.00194	
1827.35360	-133.82780	-0.30020	0.00208	-0.00018	-0.72785	-1.11471	0.51709	-0.01148	
1827.45340	-163.24670	-0.25079	0.01110	-0.00025	-0.78025	-1.19616	0.47407	-0.00258	
1827.55320	-188.66540	-0.28111	-0.00049	-0.00036	-0.84127	-1.26247	0.44003	0.00275	
1827.65300	-209.45990	-0.32102	-0.01312	-0.00068	-0.80464	-1.35672	0.48519	-0.00678	
1827.75280	-225.10130	-0.30840	-0.01032	-0.00068	-0.78583	-1.41425	0.52896	-0.01209	
1827.85260	-235.23280	-0.29254	-0.00003	-0.00065	-0.85028	-1.42454	0.48974	-0.00944	
1827.95240	-239.59650	-0.32926	-0.00346	-0.00046	-0.88203	-1.41686	0.42929	-0.00055	
1828.05220	-238.05790	-0.40551	-0.01183	-0.00061	-0.80323	-1.38555	0.53044	0.00105	
1828.25180	-217.67960	-0.26444	0.01722	-0.00065	-0.78327	-1.15160	0.53427	-0.01474	
1828.35160	-199.30980	-0.29588	0.00654	-0.00068	-0.87513	-0.99097	0.45896	-0.00807	
1828.45160	-176.06060	-0.36097	-0.01483	-0.00043	-0.94087	-0.83428	0.47892	0.00274	
1828.55140	-148.49020	-0.36189	-0.01206	-0.00073	-0.83018	-0.70814	0.49548	-0.00423	
1828.65120	-117.27000	-0.30206	0.00549	-0.00074	-0.72483	-0.56247	0.52693	-0.01165	
1828.75100	-83.17820	-0.28060	0.00990	-0.00062	-0.81664	-0.34066	0.44779	0.00035	
1828.85080	-47.03872	-0.29686	-0.00328	-0.00064	-0.87958	-0.10260	0.45719	0.00138	
1828.95060	-9.74798	-0.33580	-0.01382	-0.00067	-0.81095	0.20720	0.51108	-0.00818	
1829.05040	27.77819	-0.32139	-0.00762	-0.00063	-0.79507	0.64842	0.48330	-0.01207	
1829.25000	99.88225	-0.33042	-0.00602	-0.00053	-0.93116	1.63581	0.40217	0.00080	
1829.34980	132.69060	-0.35593	-0.01151	-0.00062	-0.85004	2.08389	0.44347	0.00069	
1829.44960	162.24470	-0.30550	0.00512	-0.00058	-0.78032	2.53895	0.47820	-0.00867	
1829.54940	187.81960	-0.28283	0.01753	-0.00069	-0.82126	2.99631	0.43023	-0.01428	
1829.64940	208.78830	-0.29690	0.00109	-0.00037	-0.89111	3.42206	0.39809	-0.00431	
1829.74920	224.62800	-0.35065	-0.01732	-0.00041	-0.86033	3.74560	0.44360	0.00306	
1829.84900	234.96950	-0.35285	-0.00933	-0.00065	-0.76440	3.92441	0.50774	-0.00688	
1829.94880	239.54140	-0.29274	0.00781	-0.00064	-0.76981	3.97847	0.51349	-0.01019	
1830.04860	238.22250	-0.25646	0.00752	-0.00039	-0.85981	3.87285	0.51168	0.00232	
1830.24820	218.25640	-0.34679	-0.01391	-0.00063	-0.77521	2.91261	0.53137	-0.00947	
1830.34800	200.07860	-0.36401	-0.00514	-0.00047	-0.79986	2.32092	0.51948	-0.01198	
1830.44780	176.99880	-0.33758	0.00073	-0.00041	-0.84646	1.74801	0.49790	-0.00593	
1830.54760	149.56650	-0.36176	-0.00833	-0.00045	-0.84139	1.18788	0.53209	0.00092	
1830.64740	118.47220	-0.33716	-0.00917	-0.00055	-0.78860	0.66237	0.54720	-0.00148	
1830.74740	84.46976	-0.30706	0.00982	-0.00048	-0.76140	0.22538	0.54124	-0.01084	
1830.84720	48.39926	-0.28730	0.01675	-0.00062	-0.85908	-0.11051	0.48747	-0.01447	
1830.94700	11.13325	-0.30865	-0.00353	-0.00057	-0.92146	-0.36760	0.46558	-0.00212	
1831.04680	-26.40049	-0.36436	-0.01708	-0.00032	-0.88480	-0.60440	0.47552	0.00177	
1831.24640	-98.62167	-0.28123	0.01062	-0.00019	-0.78603	-0.97453	0.53873	-0.00805	
1831.34620	-131.54220	-0.30929	0.00561	-0.00035	-0.86976	-1.06122	0.44243	0.00374	
1831.44600	-161.22230	-0.33450	-0.00975	-0.00028	-0.85679	-1.18036	0.45815	-0.00331	
1831.54580	-186.95410	-0.35240	-0.01319	-0.00024	-0.82395	-1.28744	0.53291	-0.01048	
1831.64560	-208.10870	-0.33157	-0.00307	-0.00014	-0.87165	-1.34734	0.53038	-0.01160	
1831.74540	-224.13890	-0.32642	-0.00019	-0.00034	-0.91437	-1.38005	0.48294	-0.00438	
1831.84520	-234.68220	-0.37640	-0.01022	-0.00019	-0.86780	-1.42251	0.52085	0.00095	
1831.94520	-239.46940	-0.36447	-0.00627	-0.00042	-0.78743	-1.45670	0.58138	-0.00380	
1832.04500	-238.37200	-0.32274	0.01341	-0.00046	-0.78165	-1.40888	0.55520	-0.01313	
1832.24460	-218.82250	-0.35422	-0.00847	-0.00054	-0.91675	-1.11409	0.44203	-0.00001	
1832.34440	-200.82710	-0.35353	-0.01618	-0.00040	-0.82467	-1.00697	0.51077	-0.00047	
1832.44420	-177.92010	-0.29265	-0.00061	-0.00048	-0.75903	-0.90395	0.57698	-0.01103	
1832.54400	-150.64330	-0.25109	0.01117	-0.00071	-0.76668	-0.73119	0.52529	-0.00517	
1832.64380	-119.66220	-0.26128	0.00232	-0.00060	-0.80560	-0.52680	0.47632	0.00353	
1832.74360	-85.75310	-0.27893	-0.01162	-0.00063	-0.72770	-0.36068	0.50190	-0.00564	
1832.84340	-49.73349	-0.29033	-0.01145	-0.00044	-0.70732	-0.14889	0.52437	-0.01164	
1832.94320	-12.50094	-0.28923	-0.00112	-0.00053	-0.74577	0.19335	0.47794	-0.01059	
1833.04300	25.03597	-0.30463	-0.00155	-0.00038	-0.79593	0.64448	0.46753	-0.00179	
1833.24280	97.36684	-0.29967	-0.00248	-0.00021	-0.79784	1.56122	0.57220	-0.00518	
1833.34260	130.38500	-0.26468	0.01660	-0.00022	-0.86924	2.04001	0.54043	-0.01416	
1833.44240	160.20840	-0.25929	0.01018	-0.00028	-0.93985	2.54154	0.49447	-0.01001	
1833.54220	186.09870	-0.34514	-0.01254	-0.00020	-0.94350	3.00587	0.46137	0.00203	
1833.64200	207.42120	-0.35415	-0.01493	-0.00009	-0.85231	3.37547	0.49439	-0.00252	
1833.74180	223.65340	-0.31796	0.00271	-0.00033	-0.74125	3.66788	0.54942	-0.01156	
1833.84160	234.40650	-0.27256	0.01044	-0.00033	-0.82879	3.92164	0.51439	-0.00193	
1833.94140	239.40020	-0.32238	-0.00162	-0.00032	-0.91346	4.02509	0.45138	0.00241	
1834.04120	238.51740	-0.35362	-0.01400	-0.00040	-0.84078	3.87188	0.48270	-0.00720	
1834.24080	219.38270	-0.28833	0.00007	-0.00038	-0.92149	2.97595	0.43021	-0.00891	
1834.34080	201.58490	-0.28014	-0.00389	-0.00012	-0.92443	2.39273	0.42078	-0.00016	
1834.44060	178.84360	-0.29415	-0.01162	-0.00012	-0.83287	1.77077	0.46953	0.00104	
1834.54040	151.71390	-0.26587	0.00202	-0.00025	-0.79626	1.19016	0.50017	-0.00689	
1834.64020	120.86280	-0.21070	0.01798	-0.00046	-0.79997	0.69696	0.46936	-0.01458	
1834.74000	87.03905	-0.24329	0.00553	-0.00016	-0.82852	0.29616	0.39040	-0.00699	
1834.83980	51.09016	-0.32211	-0.01526	-0.00014	-0.88593	-0.05560	0.38107	0.00260	
1834.93960	13.88075	-0.31749	-0.01145	-0.00005	-0.80289	-0.38371	0.45207	-0.00489	
1835.03940	-23.66414	-0.27149	0.00634	-0.00027	-0.73114	-0.64142	0.47749	-0.01159	
1835.23900	-96.10715	-0.31206	-0.00434	-0.00030	-0.82861	-0.92953	0.38994	0.00110	
1835.33880	-129.22650	-0.32634	-0.01399	-0.00046	-0.75572	-1.07811	0.43316	-0.00881	
1835.43880	-159.17430	-0.31114	-0.00741	-0.00030	-0.79760	-1.18530	0.45312	-0.01248	
1835.53860	-185.21230	-0.28922	0.00055	-0.00028	-0.87522	-1.25392	0.41452	-0.00741	
1835.63840	-206.72210	-0.34221	-0.00612	-0.00035	-0.85963	-1.32363	0.44099	0.00037	
1835.73820	-223.14700	-0.34306	-0.01083	-0.00051	-0.80630	-1.40569	0.46810	-0.00067	
1835.83800	-234.10340	-0.30875	0.00621	-0.00030	-0.76013	-1.45435	0.50688	-0.00931	
1835.93780	-239.31530	-0.26151	0.01779	-0.00007	-0.81130	-1.44631	0.48494	-0.01493	
1836.03760	-238.64890	-0.28461	0.00045	-0.00026	-0.88976	-1.36655	0.40284	-0.00438	
1836.23720	-219.92790	-0.29114	-0.00815	-0.00033	-0.77382	-1.16806	0.47326	-0.00802	
1836.33700	-202.31940	-0.25397	0.00875	-0.00031	-0.73925	-1.05756	0.45184	-0.01022	
1836.43680	-179.75070	-0.26129	0.00765	-0.00029	-0.83297	-0.87632	0.42129	0.00259	
1836.53660	-152.77550	-0.30242	-0.00761	-0.00038	-0.83984	-0.72153	0.43808	-0.00163	
1836.63660	-122.04460	-0.29835	-0.01395	-0.00036	-0.77111	-0.57030	0.52189	-0.01023	
1836.73640	-88.31845	-0.34423	-0.00481	-0.00032	-0.77584	-0.37657	0.48697	-0.01290	
1836.83620	-52.42796	-0.34439	0.00048	-0.00039	-0.83891	-0.13735	0.47107	-0.00592	
1836.93600	-15.25547	-0.35316	-0.00849	-0.00040	-0.76777	0.17487	0.48497	0.00104	
1837.03580	22.29507	-0.34971	-0.00888	-0.00016	-0.71899	0.57520	0.50024	-0.00224	
1837.23540	94.84674	-0.27450	0.01611	-0.00017	-0.81603	1.54844	0.51011	-0.01431	
1837.33520	128.06700	-0.36598	-0.00456	-0.00003	-0.93352	2.05208	0.44811	-0.00147	
1837.43500	158.15080	-0.38709	-0.01775	-0.00006	-0.93341	2.51425	0.47905	0.00151	
1837.53480	184.34820	-0.30659	-0.00464	0.00001	-0.77272	2.92079	0.52061	-0.00986	
1837.63460	206.02670	-0.29242	0.01010	-0.00011	-0.74484	3.32371	0.54261	-0.00761	
1837.73460	222.64060	-0.32428	0.00442	0.00004	-0.80788	3.69384	0.47469	0.00389	
1837.83440	233.81220	-0.36005	-0.01089	-0.00013	-0.77286	3.91661	0.47055	-0.00399	
1837.93420	239.23080	-0.35888	-0.01362	0.00009	-0.78063	3.99635	0.53954	-0.01116	
1838.03400	238.78160	-0.32861	-0.00302	-0.00006	-0.82170	3.89422	0.49092	-0.01181	
1838.23360	220.47400	-0.34861	-0.01063	0.00001	-0.84142	3.01447	0.47705	0.00182	
1838.33340	203.06360	-0.31843	-0.00597	-0.00033	-0.78924	2.39919	0.51439	-0.00368	
1838.43320	180.66590	-0.30648	0.01412	-0.00011	-0.79186	1.79616	0.48571	-0.01352	
1838.53300	153.83330	-0.30576	0.01341	-0.00007	-0.87478	1.25904	0.43704	-0.01247	
1838.63280	123.23170	-0.35486	-0.00907	-0.00016	-0.89822	0.77517	0.42622	0.00070	
1838.73260	89.59693	-0.36968	-0.01601	-0.00006	-0.84033	0.31737	0.45450	-0.00047	
1838.83260	53.77712	-0.34407	-0.00028	-0.00020	-0.73341	-0.08919	0.50868	-0.01119	
1838.93240	16.63226	-0.29745	0.01120	-0.00038	-0.78687	-0.37161	0.44854	-0.00466	
1839.03220	-20.91671	-0.34868	0.00185	-0.00003	-0.91284	-0.57759	0.37045	0.00342	
1839.23180	-93.57912	-0.37076	-0.01133	-0.00012	-0.80899	-0.94574	0.51115	-0.01144	
1839.33160	-126.89730	-0.35778	-0.00082	-0.00019	-0.88412	-1.05428	0.46365	-0.01046	
1839.43140	-157.10780	-0.34278	-0.00217	-0.00022	-0.92984	-1.14863	0.43636	-0.00196	
1839.53120	-183.45670	-0.38512	-0.01128	-0.00026	-0.85317	-1.25965	0.49934	0.00120	
1839.63100	-205.31200	-0.36818	-0.00199	-0.00008	-0.82655	-1.35823	0.54669	-0.00573	
1839.73080	-222.12840	-0.31820	0.01638	-0.00026	-0.81803	-1.40988	0.50271	-0.01439	
1839.83060	-233.49300	-0.35342	0.00970	-0.00053	-0.86418	-1.41589	0.44383	-0.01003	
1839.93040	-239.13100	-0.41166	-0.01279	-0.00035	-0.86353	-1.40930	0.42757	0.00212	
1840.03020	-238.89510	-0.39564	-0.01408	-0.00028	-0.78510	-1.39489	0.50461	-0.00251	
1840.23000	-221.00710	-0.35403	0.01092	-0.00035	-0.77382	-1.16631	0.48913	-0.00170	
1840.32980	-203.78890	-0.37059	-0.00131	-0.00019	-0.83922	-1.02366	0.43809	0.00225	
1840.42960	-181.56630	-0.40899	-0.01340	-0.00022	-0.76412	-0.90609	0.52723	-0.00770	
1840.52940	-154.88370	-0.40364	-0.00895	0.00000	-0.75161	-0.75279	0.52966	-0.01239	
1840.62920	-124.40630	-0.40638	0.00019	-0.00007	-0.82440	-0.56061	0.48873	-0.00939	
1840.72900	-90.87032	-0.41443	-0.00413	-0.00017	-0.87614	-0.36622	0.47336	-0.00057	
1840.82880	-55.11278	-0.44588	-0.01192	-0.00011	-0.82188	-0.17717	0.52489	0.00032	
1840.92860	-17.99998	-0.35776	0.00244	-0.00009	-0.80393	0.11013	0.52774	-0.00775	
1841.02840	19.55368	-0.33247	0.01756	-0.00001	-0.85274	0.54337	0.48763	-0.01502	
1841.22820	92.30882	-0.39614	-0.01573	0.00014	-0.92060	1.54165	0.40858	0.00276	
1841.32800	125.72540	-0.36534	-0.01146	0.00010	-0.82352	1.98154	0.48628	-0.00534	
1841.42780	156.06730	-0.33451	0.00634	0.00004	-0.76540	2.42953	0.51200	-0.01120	
1841.52760	182.57530	-0.31139	0.00893	-0.00012	-0.87941	2.91780	0.47590	0.00097	
1841.62740	204.60660	-0.36178	-0.00539	-0.00006	-0.89807	3.32984	0.43056	0.00039	
1841.72720	221.60740	-0.38274	-0.01441	-0.00010	-0.84842	3.64645	0.47812	-0.00874	
1841.82700	233.18680	-0.32503	-0.00741	0.00005	-0.85308	3.89171	0.49207	-0.01243	
1841.92680	239.03230	-0.30953	-0.00007	0.00001	-0.90194	4.02328	0.46956	-0.00750	
1842.02660	239.01000	-0.36299	-0.00727	0.00001	-0.84673	3.92663	0.48173	0.00046	
1842.22620	221.53460	-0.33287	0.00670	-0.00005	-0.76315	3.02203	0.53197	-0.00980	
1842.32620	204.51620	-0.31020	0.01737	-0.00040	-0.84918	2.45727	0.48779	-0.01533	
1842.42600	182.46520	-0.34890	-0.00029	-0.00017	-0.93467	1.88498	0.43140	-0.00399	
1842.52580	155.93830	-0.43077	-0.01711	-0.00007	-0.98289	1.31668	0.42998	0.00232	
1842.62560	125.58510	-0.37863	-0.00721	0.00004	-0.84928	0.76338	0.48319	-0.00830	
1842.72540	92.15408	-0.32355	0.00951	-0.00010	-0.76351	0.30871	0.46445	-0.00983	
1842.82520	56.45854	-0.32239	0.00729	-0.00026	-0.87684	-0.02436	0.44415	0.00280	
1842.92500	19.37865	-0.35726	-0.00779	-0.00014	-0.87875	-0.33179	0.42793	-0.00201	
1843.02480	-18.17382	-0.37818	-0.01369	-0.00002	-0.76749	-0.59246	0.48196	-0.01009	
1843.22440	-91.04134	-0.37015	0.00019	-0.00017	-0.90981	-0.90439	0.45663	-0.00584	
1843.32420	-124.55370	-0.37266	-0.00916	-0.00045	-0.84935	-1.03719	0.47363	0.00090	
1843.42400	-155.01580	-0.37456	-0.00862	-0.00041	-0.76335	-1.17675	0.50957	-0.00263	
1843.52380	-181.66780	-0.31424	0.01076	-0.00025	-0.74858	-1.27739	0.50144	-0.01164	
1843.62380	-203.87400	-0.30451	0.01573	-0.00013	-0.80215	-1.33141	0.45364	-0.01331	
1843.72360	-221.07420	-0.37921	-0.00540	-0.00019	-0.89315	-1.36005	0.42626	-0.00060	
1843.82340	-232.85280	-0.43178	-0.01704	-0.00034	-0.87903	-1.40937	0.45523	0.00137	
1843.92320	-238.91820	-0.41164	-0.00357	-0.00038	-0.80708	-1.46357	0.50752	-0.01000	
1844.02300	-239.11610	-0.36355	0.01053	-0.00056	-0.76809	-1.42302	0.48459	-0.00702	
1844.22260	-222.05630	-0.38132	-0.01079	-0.00046	-0.85923	-1.17227	0.44396	-0.00403	
1844.32240	-205.22730	-0.38277	-0.01270	-0.00045	-0.80500	-1.06137	0.51516	-0.01094	
1844.42220	-183.34960	-0.33613	-0.00222	-0.00041	-0.82826	-0.90849	0.48404	-0.01139	
1844.52200	-156.97230	-0.30817	-0.00059	-0.00034	-0.83372	-0.73344	0.44886	-0.00358	
1844.62180	-126.75000	-0.36181	-0.01090	-0.00029	-0.86396	-0.57590	0.47022	0.00183	
1844.72180	-93.41628	-0.31933	-0.00504	-0.00052	-0.75156	-0.42000	0.52980	-0.00381	
1844.82160	-57.79019	-0.28153	0.01439	-0.00038	-0.76054	-0.21042	0.51080	-0.01323	
1844.92140	-20.74797	-0.28529	0.01277	-0.00059	-0.84630	0.11429	0.48367	-0.01213	
1845.02120	16.80362	-0.35268	-0.01039	-0.00045	-0.87828	0.55427	0.43439	0.00121	
1845.22080	89.76431	-0.33567	0.00030	-0.00052	-0.73048	1.44842	0.52209	-0.01147	
1845.32060	123.38130	-0.27751	0.01120	-0.00034	-0.80530	1.94320	0.50881	-0.00407	
1845.42040	153.96770	-0.31251	0.00074	0.00003	-0.88216	2.44381	0.44070	0.00315	
1845.52020	180.77760	-0.35274	-0.01314	-0.00018	-0.80688	2.87599	0.47469	-0.00591	
1845.62000	203.15520	-0.34123	-0.01152	-0.00047	-0.74698	3.27633	0.53601	-0.01154	
1845.71980	220.54300	-0.31303	-0.00133	-0.00052	-0.80297	3.64138	0.51141	-0.01007	
1845.81960	232.52630	-0.30420	-0.00281	-0.00022	-0.88237	3.90683	0.48279	-0.00155	
1845.91960	238.80330	-0.34341	-0.01202	-0.00015	-0.82999	4.00784	0.50129	0.00068	
1846.01940	239.21730	-0.30874	-0.00160	-0.00007	-0.78738	3.90231	0.52995	-0.00627	
1846.21900	222.57800	-0.28472	0.00831	-0.00008	-0.90697	3.10145	0.47595	-0.00876	
1846.31880	205.94310	-0.31051	-0.01368	-0.00039	-0.93138	2.53796	0.45020	0.00286	
1846.41860	184.23740	-0.32950	-0.01387	-0.00029	-0.86880	1.90217	0.51576	-0.00339	
1846.51840	158.01840	-0.28506	0.00439	-0.00042	-0.78429	1.30093	0.56976	-0.01156	
1846.61820	127.92060	-0.28520	0.01083	-0.00026	-0.83239	0.81347	0.51635	-0.00098	
1846.71800	94.68222	-0.34728	-0.00255	-0.00024	-0.85974	0.38169	0.49959	0.00187	
1846.81780	59.12822	-0.34296	-0.01367	-0.00035	-0.81350	-0.02060	0.55458	-0.00786	
1846.91760	22.11933	-0.34061	-0.00822	-0.00025	-0.80982	-0.32919	0.55432	-0.01241	
1847.01760	-15.42394	-0.32615	0.00086	-0.00040	-0.83442	-0.55241	0.54216	-0.00908	
1847.21720	-88.47878	-0.34668	-0.01120	-0.00055	-0.80015	-0.91721	0.55230	0.00019	
1847.31700	-122.19360	-0.27697	0.00362	-0.00054	-0.80449	-1.06512	0.56521	-0.00849	
1847.41680	-152.90390	-0.24980	0.01783	-0.00058	-0.83872	-1.16470	0.49541	-0.01525	
1847.51660	-179.86220	-0.30382	0.00321	-0.00070	-0.93027	-1.22587	0.45837	-0.00633	
1847.61640	-202.41270	-0.32833	-0.01629	-0.00061	-0.97339	-1.29873	0.46628	0.00256	
1847.71620	-219.99660	-0.33297	-0.01018	-0.00019	-0.82306	-1.39534	0.52221	-0.00641	
1847.81600	-232.18440	-0.26754	0.00736	-0.00002	-0.81188	-1.45479	0.56547	-0.01143	
1847.91580	-238.66990	-0.26462	0.00859	-0.00013	-0.91664	-1.43203	0.52099	0.00123	
1848.01560	-239.30900	-0.28527	-0.00605	-0.00010	-0.90513	-1.39940	0.47977	-0.00093	
1848.21540	-223.08390	-0.26479	-0.00577	-0.00036	-0.85753	-1.19102	0.55326	-0.01294	
1848.31520	-206.64000	-0.25045	0.00095	-0.00017	-0.92900	-1.04098	0.52380	-0.00738	
1848.41500	-185.11080	-0.25797	-0.00743	-0.00017	-0.91375	-0.90342	0.50836	0.00093	
1848.51480	-159.05080	-0.26640	-0.00995	-0.00051	-0.81336	-0.77683	0.55705	-0.00204	
1848.61460	-129.07960	-0.23234	0.00838	-0.00052	-0.78325	-0.61863	0.55334	-0.01098	
1848.71440	-95.94312	-0.23745	0.01727	-0.00054	-0.87127	-0.41783	0.54201	-0.01535	
1848.81420	-60.45993	-0.29044	-0.00232	-0.00049	-0.97711	-0.18026	0.51779	-0.00351	
1848.91400	-23.48729	-0.33607	-0.01696	-0.00050	-0.91778	0.10272	0.51383	0.00159	
1849.01380	14.05915	-0.33752	-0.00580	-0.00057	-0.82212	0.47029	0.58290	-0.00892	
1849.21340	87.20849	-0.27356	0.00616	-0.00057	-0.96133	1.45649	0.48523	0.00308	
1849.31340	121.00670	-0.31754	-0.00925	-0.00050	-0.92475	1.92372	0.48868	-0.00336	
1849.41320	151.84060	-0.32963	-0.01343	-0.00040	-0.87532	2.37816	0.54352	-0.01101	
1849.51300	178.95740	-0.33558	-0.00333	-0.00006	-0.89898	2.84677	0.50440	-0.01169	
1849.61280	201.67620	-0.33981	-0.00016	-0.00026	-0.95088	3.28010	0.49136	-0.00436	
1849.71260	219.44920	-0.35510	-0.00999	-0.00026	-0.87402	3.62409	0.49561	0.00161	
1849.81240	231.84070	-0.32137	-0.00765	-0.00028	-0.83321	3.85308	0.55150	-0.00302	
1849.91220	238.54320	-0.27581	0.01241	-0.00041	-0.84624	3.98212	0.56674	-0.01269	
1850.01200	239.39500	-0.26378	0.01418	-0.00047	-0.92204	3.94698	0.53325	-0.01321	
1850.21160	223.58820	-0.35397	-0.01652	-0.00013	-0.87577	3.14301	0.54304	-0.00012	
1850.31140	207.33740	-0.32215	-0.00137	-0.00030	-0.76948	2.52417	0.62092	-0.01087	
1850.41120	185.98390	-0.31658	0.01100	-0.00052	-0.77954	1.93073	0.57977	-0.00539	
1850.51120	160.07890	-0.29582	0.00263	-0.00072	-0.86970	1.39069	0.50862	0.00306	
1850.61100	130.24850	-0.32460	-0.01164	-0.00031	-0.81359	0.84831	0.52330	-0.00544	
